Chương trình, mức giảm, mã giảm, số lần, giá nhỏ nhất, giảm tối đa, bắt đầu, kết thúc
klein,15,1553LMzKU9OwqeM7Z,1,55,555,444,555,
klein,15,15amMQchzGoWi8fCm,1,55,555,444,555,
klein,15,15ChYCWavcHyzX9G6,1,55,555,444,555,
klein,15,15rkPCfZ1p1redUZP,1,55,555,444,555,
klein,15,156OD4Sdab25TGySg,1,55,555,444,555,
klein,15,15NWDquXNf9g8sTOx,1,55,555,444,555,
klein,15,15U00k9kIwbP1kdV1,1,55,555,444,555,
klein,15,15v3wXD1qeTOUQSBv,1,55,555,444,555,
klein,15,15XVM6W8BoI0u00lt,1,55,555,444,555,
klein,15,15yVScswTxEeJoXBE,1,55,555,444,555,
klein,15,15Ar3O0wFYZBR9krA,1,55,555,444,555,
klein,15,15SQfRZdcXnwpocnK,1,55,555,444,555,
klein,15,15YIIy3n6Cca70qWd,1,55,555,444,555,
klein,15,153UlYN5b8AXaMD84,1,55,555,444,555,
klein,15,152M4Chfvk459yjiL,1,55,555,444,555,
klein,15,15lR4Wm5CQozxeu8f,1,55,555,444,555,
klein,15,15IC3hi6xdEgEMj7s,1,55,555,444,555,
klein,15,1500LMyjjyPaowzVS,1,55,555,444,555,
klein,15,15llFOivRJpqDUCHE,1,55,555,444,555,
klein,15,151bLa6tqVUF7Uf0n,1,55,555,444,555,
klein,15,15hbMr2WC37j7zNKv,1,55,555,444,555,
klein,15,155TM4wWKQGlZy9dl,1,55,555,444,555,
klein,15,15YtmHb2zEUk6TAZK,1,55,555,444,555,
klein,15,15qg4FQzmzfZpIdKA,1,55,555,444,555,
klein,15,15LQHKlgED9AUahFU,1,55,555,444,555,
klein,15,15pU3b3kfe9JAt9tw,1,55,555,444,555,
klein,15,155VZqD9Z14UAHIfB,1,55,555,444,555,
klein,15,15w5lQK6qBgsWdDfO,1,55,555,444,555,
klein,15,15Gy1szehw8D3F1TR,1,55,555,444,555,
klein,15,15AiW4DPxSkBAAi8B,1,55,555,444,555,
klein,15,15bAbFZc0GvmnKdDH,1,55,555,444,555,
klein,15,15TFjVf9Bw9lco1WG,1,55,555,444,555,
klein,15,15qkf9aXDxBbNlN1t,1,55,555,444,555,
klein,15,15lIzMVd7aTBQvLck,1,55,555,444,555,
klein,15,154zO3A0j80LoQOWe,1,55,555,444,555,
klein,15,15eTf52mDgMECWmhm,1,55,555,444,555,
klein,15,15cTSyCYGw8aaxsrA,1,55,555,444,555,
klein,15,15ho94otYG2fv0ga3,1,55,555,444,555,
klein,15,15BoD0y4J9PBmWfoa,1,55,555,444,555,
klein,15,15UfvYAWy7tzhZ0QY,1,55,555,444,555,
klein,15,158TFsMHvP2dvucC2,1,55,555,444,555,
klein,15,158KEDtVvB9vGPvmS,1,55,555,444,555,
klein,15,154eBgeOMKEqLdvP3,1,55,555,444,555,
klein,15,15X5PhsxGEo0bdlox,1,55,555,444,555,
klein,15,15in6AQhSHXPPVQjN,1,55,555,444,555,
klein,15,15uvbFw0CMFGr1LIP,1,55,555,444,555,
klein,15,15qbCcGRHwW0drWLg,1,55,555,444,555,
klein,15,15sXD3b4lFHk4bGLf,1,55,555,444,555,
klein,15,15dauaVDriog62t8C,1,55,555,444,555,
klein,15,15WDsXYBr8BfbFQ9K,1,55,555,444,555,
klein,15,15g885njOzmtOAiMw,1,55,555,444,555,
klein,15,15PDyJVLIZs8lcaJ3,1,55,555,444,555,
klein,15,15LzGaQ4eL2U1gUQl,1,55,555,444,555,
klein,15,15zQxJPyLgDrkqqly,1,55,555,444,555,
klein,15,15jHULS6q7MlZt8Yq,1,55,555,444,555,
klein,15,15yvwuevotQf9AE6X,1,55,555,444,555,
klein,15,15tTcnO8gXyACI72j,1,55,555,444,555,
klein,15,15FN8jjP6zt1cjUYG,1,55,555,444,555,
klein,15,15JBYbvyKkw0ZZlLD,1,55,555,444,555,
klein,15,15Q1EgiZvPx2guF63,1,55,555,444,555,
klein,15,15ZrzRxMP3T9nuaZS,1,55,555,444,555,
klein,15,15Gs7JK7pbaLZETQT,1,55,555,444,555,
klein,15,15ulCDCC02hPz3ROh,1,55,555,444,555,
klein,15,15IWQ2uRWgUKI4vjj,1,55,555,444,555,
klein,15,15ZPUxMe58OQiqyja,1,55,555,444,555,
klein,15,15NlD3FeCNdeB88wd,1,55,555,444,555,
klein,15,15op3RAcx6uAOaBi1,1,55,555,444,555,
klein,15,15733MoxAXU7jRB9F,1,55,555,444,555,
klein,15,15FQLmJUQ8ojwz4aD,1,55,555,444,555,
klein,15,15ueJirHqwb1xHdfi,1,55,555,444,555,
klein,15,15OjEkkxSlDREkb4f,1,55,555,444,555,
klein,15,15mEoHzYVxz3VtxWP,1,55,555,444,555,
klein,15,15CsDE7c0wpvjWR2L,1,55,555,444,555,
klein,15,158c0SJMXdV8rBrqP,1,55,555,444,555,
klein,15,157S5fivUCl5Tx1r9,1,55,555,444,555,
klein,15,15dDAZuSKmxZY9va9,1,55,555,444,555,
klein,15,15avOO2SQUzL91cpV,1,55,555,444,555,
klein,15,15P1iLRNaAILt3D6V,1,55,555,444,555,
klein,15,15GKhjl6YVdafTPgg,1,55,555,444,555,
klein,15,15IpDfZOTb1GAMbNE,1,55,555,444,555,
klein,15,15IsbSKDBFkTyvWDr,1,55,555,444,555,
klein,15,15Bp5YG7AC3TXJu21,1,55,555,444,555,
klein,15,15Pfigm2yPmE1wRlX,1,55,555,444,555,
klein,15,15nuTuGYdPZZEyujz,1,55,555,444,555,
klein,15,15aE4p3yqecRemNLo,1,55,555,444,555,
klein,15,15n782jSqVqU2yLlG,1,55,555,444,555,
klein,15,15BtcONmD89pCdYp8,1,55,555,444,555,
klein,15,15Uio6CnQkfQyIvPx,1,55,555,444,555,
klein,15,15g7jAktTroWNefvG,1,55,555,444,555,
klein,15,154Edb2rhomCzebgF,1,55,555,444,555,
klein,15,15yvpPFHWfRheIWCI,1,55,555,444,555,
klein,15,15tf1pNEHdPJmUytK,1,55,555,444,555,
klein,15,15TeoOTQOpQOcdD6S,1,55,555,444,555,
klein,15,15cvmjwphlM8IZAzf,1,55,555,444,555,
klein,15,15dnyvhhZuELwInKF,1,55,555,444,555,
klein,15,15NoWnuUIn3635QyT,1,55,555,444,555,
klein,15,15kyC7r1xXnPbuSJN,1,55,555,444,555,
klein,15,15B9X5Vcp3Q0C0DbX,1,55,555,444,555,
klein,15,15SVYkGvsUTo4wA6o,1,55,555,444,555,
klein,15,15SrLYodm3dcqRIZh,1,55,555,444,555,
klein,15,15kU2HLgIPd4jBRLx,1,55,555,444,555,
klein,15,151MRnmlN4UjexsIv,1,55,555,444,555,
klein,15,15FK5nq8JsbEC6obD,1,55,555,444,555,
klein,15,15tmopaLfoItngmt5,1,55,555,444,555,
klein,15,15w3k1bc2eMqra95q,1,55,555,444,555,
klein,15,15nqlobyrDzRUQxT7,1,55,555,444,555,
klein,15,15tLT09ekDr9Ww2gx,1,55,555,444,555,
klein,15,1591E4U21wMCRZoHe,1,55,555,444,555,
klein,15,15WqwFiYt8uWgm7yu,1,55,555,444,555,
klein,15,15kb5A9mTIFrLfYpw,1,55,555,444,555,
klein,15,15PcoJb9cJANwduP7,1,55,555,444,555,
klein,15,15461Snd336izJi65,1,55,555,444,555,
klein,15,154VecA05jvn4q9E1,1,55,555,444,555,
klein,15,15BCKbmOLOkC2Itpz,1,55,555,444,555,
klein,15,15VXp1auS3bMWQyzo,1,55,555,444,555,
klein,15,15BbVGBfkhRSjjuKi,1,55,555,444,555,
klein,15,15OqWjqtAlxESF11c,1,55,555,444,555,
klein,15,15lbzI4QxwGAPQLNi,1,55,555,444,555,
klein,15,15uAQaIF3Lfxux3oj,1,55,555,444,555,
klein,15,15E0fiGKnTOKcUjU7,1,55,555,444,555,
klein,15,15VLY0Mf9q96DMzGs,1,55,555,444,555,
klein,15,15F9B3CHHWPOa67qX,1,55,555,444,555,
klein,15,15QQFZ0TVCNARjEFN,1,55,555,444,555,
klein,15,15LzX1oRNoTErP5uZ,1,55,555,444,555,
klein,15,15rZ4rvYQpfOv3zfU,1,55,555,444,555,
klein,15,15V73Uuk1CGNNSuuF,1,55,555,444,555,
klein,15,156t5mqHatEQbeGca,1,55,555,444,555,
klein,15,15j2wnK6NT3hMSAC4,1,55,555,444,555,
klein,15,152OTtY8DJPUB20R2,1,55,555,444,555,
klein,15,15G8DqSQn6hUXbGRE,1,55,555,444,555,
klein,15,15ba4gbUHtIsriOx2,1,55,555,444,555,
klein,15,15xLdOCcQQjttM1S1,1,55,555,444,555,
klein,15,15k0r1YiN3fJD82HJ,1,55,555,444,555,
klein,15,154IVwedERIkUMGHw,1,55,555,444,555,
klein,15,15amC7E8DwYWaui0o,1,55,555,444,555,
klein,15,15qgCNzdzVgjRjeYt,1,55,555,444,555,
klein,15,15k6Bc6p52wCjnvE6,1,55,555,444,555,
klein,15,15Bht4FFyq7jOBohM,1,55,555,444,555,
klein,15,15a5KjDABXpWNkELR,1,55,555,444,555,
klein,15,15bHevKPYuEVEK1PM,1,55,555,444,555,
klein,15,15uPbyPt13dH0jNiJ,1,55,555,444,555,
klein,15,15cOqB6SRR3H6Bpxg,1,55,555,444,555,
klein,15,15jYbJOrWcky6jgVR,1,55,555,444,555,
klein,15,15c25S1tYwwEej509,1,55,555,444,555,
klein,15,15UJuNy9FPQkubDDW,1,55,555,444,555,
klein,15,15TpuljKlzlDOfnbn,1,55,555,444,555,
klein,15,15ehXHyK5dcV35H5z,1,55,555,444,555,
klein,15,15imVyrE55uDlpkzv,1,55,555,444,555,
klein,15,15eXvGNqmva9yoZIX,1,55,555,444,555,
klein,15,15fTmGpzfveIPoJ3s,1,55,555,444,555,
klein,15,15Ey8DhO192hyFtDq,1,55,555,444,555,
klein,15,15tbY5COIGvjTyqf0,1,55,555,444,555,
klein,15,15qXoxDQts9imBGXV,1,55,555,444,555,
klein,15,15xOLoTHo7fK7pbZS,1,55,555,444,555,
klein,15,15C7rLPM4KWIgSrSM,1,55,555,444,555,
klein,15,15r3yXzmhPhWqv6l7,1,55,555,444,555,
klein,15,15z5PHSq4CGIB0hEx,1,55,555,444,555,
klein,15,15Zg9pxjYRzmTDZ2e,1,55,555,444,555,
klein,15,15rb9GQJDSeULJY50,1,55,555,444,555,
klein,15,15D4d6UgO67bc9SQp,1,55,555,444,555,
klein,15,15mQo8qdtqPTNlKUP,1,55,555,444,555,
klein,15,15S8y3lN485YEruJ7,1,55,555,444,555,
klein,15,15RuZwaLqVXFV8j6e,1,55,555,444,555,
klein,15,15a1CI3a5lmBzBm9e,1,55,555,444,555,
klein,15,15tz7HQdZruIDhgT6,1,55,555,444,555,
klein,15,15Yj1qkOn7CU9wRj0,1,55,555,444,555,
klein,15,15jCXKPl7JMLhap6o,1,55,555,444,555,
klein,15,15VdEwqqG3y1Ijl7R,1,55,555,444,555,
klein,15,15ieCsL1sN9jzwL5L,1,55,555,444,555,
klein,15,15dV7skXEaAZDQW3S,1,55,555,444,555,
klein,15,15yJHlT3JYXUfxkLT,1,55,555,444,555,
klein,15,15fKjX37BN1EB18n6,1,55,555,444,555,
klein,15,15YdqerHK8z3973VI,1,55,555,444,555,
klein,15,15kanQ7OT3f5AxH6c,1,55,555,444,555,
klein,15,15yDkLAIV4nTmqxfu,1,55,555,444,555,
klein,15,15jbKCcLGGteQtn79,1,55,555,444,555,
klein,15,15k2Z46KTqXMJzbLG,1,55,555,444,555,
klein,15,15jzxwMGwsP3njXue,1,55,555,444,555,
klein,15,152K6Y3P4vIgRHc6I,1,55,555,444,555,
klein,15,15cVhmnzXf8PZLTUF,1,55,555,444,555,
klein,15,15j8haUpEzU6qywOk,1,55,555,444,555,
klein,15,15HBNggUpAAHIsWyf,1,55,555,444,555,
klein,15,15pEKj8txLh2iVqZP,1,55,555,444,555,
klein,15,15X7S0yrcWWGSucIJ,1,55,555,444,555,
klein,15,15PybglAQaGVQN1u5,1,55,555,444,555,
klein,15,15gyZQ6UQBBQgPGJu,1,55,555,444,555,
klein,15,15IDtsQqQDJjq3BIA,1,55,555,444,555,
klein,15,15hUlwfiiHJuo2X1p,1,55,555,444,555,
klein,15,15hg4ppHlUDr1dpi3,1,55,555,444,555,
klein,15,15aJw1yoPNmVQIiLj,1,55,555,444,555,
klein,15,15NWl2MUJxuLygPNb,1,55,555,444,555,
klein,15,15X068qkIKn7LjikN,1,55,555,444,555,
klein,15,154G595HWHfaxCXut,1,55,555,444,555,
klein,15,15pETIAjhHVtdStUh,1,55,555,444,555,
klein,15,15EW603ZmFS5QiNKa,1,55,555,444,555,
klein,15,15PzdQLyc70p28FF1,1,55,555,444,555,
klein,15,15k5Hd4n29LVfXJnQ,1,55,555,444,555,
klein,15,15YrDkdBv0rKOBiNk,1,55,555,444,555,
klein,15,15gHwhXYGHbkmGEWH,1,55,555,444,555,
klein,15,15gihYzM1Ao6noZE2,1,55,555,444,555,
klein,15,159AHkxWeEi3iJ0oJ,1,55,555,444,555,
klein,15,15EO5A6hV3gkYLnyx,1,55,555,444,555,
klein,15,15rJhQr17gRV9Z3hP,1,55,555,444,555,
klein,15,159c42d17uCcKU18m,1,55,555,444,555,
klein,15,15Ba96vs7DiQkTUfh,1,55,555,444,555,
klein,15,15NpMyjFNu7gATuAW,1,55,555,444,555,
klein,15,15DDF8fEzh3xVezQr,1,55,555,444,555,
klein,15,15b4HZAnCFfDy08Z6,1,55,555,444,555,
klein,15,15Gm8XwQaJkVzsBOf,1,55,555,444,555,
klein,15,15z51MqtzzgUpe6nQ,1,55,555,444,555,
klein,15,15ywTKnDVtBgjn49N,1,55,555,444,555,
klein,15,15quUDvd4xM9gc2Lu,1,55,555,444,555,
klein,15,15P4I7AfsC69GyhvI,1,55,555,444,555,
klein,15,15wiIqaxFkxRvNxTr,1,55,555,444,555,
klein,15,15eLADkCwdw3LRH4Y,1,55,555,444,555,
klein,15,15ATSEkEfIIwywUNX,1,55,555,444,555,
klein,15,15dIoptb6R30qkK7f,1,55,555,444,555,
klein,15,159XCFOvnsOoGkgX1,1,55,555,444,555,
klein,15,15uBpAtKnfkM4vKo6,1,55,555,444,555,
klein,15,15j2cv43RI9BiuCTb,1,55,555,444,555,
klein,15,15D6LUWjFLYzZI6OM,1,55,555,444,555,
klein,15,15ndv0goiEOihfGbe,1,55,555,444,555,
klein,15,15sHQxcltdcspm8p7,1,55,555,444,555,
klein,15,15NpnsWKHTytSZ0K3,1,55,555,444,555,
klein,15,159RwncSlZIOVuDq2,1,55,555,444,555,
klein,15,15mgevpiumcqYxQCg,1,55,555,444,555,
klein,15,15Jn1LWFAbqHHwKyE,1,55,555,444,555,
klein,15,15huGbR82WijB8cl4,1,55,555,444,555,
klein,15,15q5MTs1nCNb3Wf5D,1,55,555,444,555,
klein,15,157PRXeuonUYehmf6,1,55,555,444,555,
klein,15,15shFbkJ2TlnXA59N,1,55,555,444,555,
klein,15,15VjuBMkZoJbL75eq,1,55,555,444,555,
klein,15,154Sj7aMLsbAk9NIp,1,55,555,444,555,
klein,15,15L8KDOSrQwjlXiMz,1,55,555,444,555,
klein,15,15jEaxbg0ZZwruPv4,1,55,555,444,555,
klein,15,15190G1rA7T4QFSvH,1,55,555,444,555,
klein,15,15U48vjH6BZczYFwG,1,55,555,444,555,
klein,15,15Gk53Juw9sxOkxE2,1,55,555,444,555,
klein,15,15tB62dIey83JzB1v,1,55,555,444,555,
klein,15,15o5N2o4hpNwZEx6E,1,55,555,444,555,
klein,15,15BZx7mN3Nm0wclJL,1,55,555,444,555,
klein,15,15Qn43wRiMPVwOwec,1,55,555,444,555,
klein,15,15qirTtoWcLWAFbmK,1,55,555,444,555,
klein,15,15ui8wYceTSdO8Fzc,1,55,555,444,555,
klein,15,15wzH89atRIz2NcPY,1,55,555,444,555,
klein,15,15yREdl94Zj5Ggtde,1,55,555,444,555,
klein,15,152GBKGVD8LH3Jdle,1,55,555,444,555,
klein,15,158z6Rn3AsHaTg5tv,1,55,555,444,555,
klein,15,155XDZy1n4NjZXAcN,1,55,555,444,555,
klein,15,15rRwyb6qu0pi336T,1,55,555,444,555,
klein,15,15CmIbyEK7MsCrD1S,1,55,555,444,555,
klein,15,15zTYQGvvihogPrJK,1,55,555,444,555,
klein,15,15fdcTIScwjEbgPRi,1,55,555,444,555,
klein,15,15yhEE3fMW40OtNhX,1,55,555,444,555,
klein,15,15SW8tmpF6nS7jB5S,1,55,555,444,555,
klein,15,15jpD9kZk1xrzb2t2,1,55,555,444,555,
klein,15,15WSPxikMt5OT2P3u,1,55,555,444,555,
klein,15,15P0vfX13wrzemj7t,1,55,555,444,555,
klein,15,15cMLGSS6I8Wv8ttQ,1,55,555,444,555,
klein,15,15m4DO3AHuMPrlrTG,1,55,555,444,555,
klein,15,15fPwKOxhNsIQJ62i,1,55,555,444,555,
klein,15,15qSAcsAb5Gx160I0,1,55,555,444,555,
klein,15,150ekaJBZv31egAd6,1,55,555,444,555,
klein,15,15asemZ3V7P2tAzil,1,55,555,444,555,
klein,15,15BoiQogJvVymmwzp,1,55,555,444,555,
klein,15,15bfH985VTVCDP05s,1,55,555,444,555,
klein,15,152PGQmgqUWJTHS2C,1,55,555,444,555,
klein,15,15r0eFvd7V90238RU,1,55,555,444,555,
klein,15,15ARTT4ujxBTeu2uz,1,55,555,444,555,
klein,15,15hOgrQRJjwBGuy5C,1,55,555,444,555,
klein,15,15kFnZOmqfPOfnzTs,1,55,555,444,555,
klein,15,15Kc9uMcMbzFT9oT2,1,55,555,444,555,
klein,15,15ongiqpOLU1UY7hM,1,55,555,444,555,
klein,15,157RuOLYX4dFWj3yM,1,55,555,444,555,
klein,15,155g5F1pfK2XAgxck,1,55,555,444,555,
klein,15,15ZC9NMjieS9EeJ65,1,55,555,444,555,
klein,15,153eGbpiGYSSTwDke,1,55,555,444,555,
klein,15,15CGRXASqrESylMDc,1,55,555,444,555,
klein,15,15cSs00mkIqJV80Pg,1,55,555,444,555,
klein,15,15hDRnVRYksIq8fVW,1,55,555,444,555,
klein,15,15cfobGwTUDTxdxSR,1,55,555,444,555,
klein,15,15ZKRdXyZ5uVMRYMe,1,55,555,444,555,
klein,15,15xzB17va6LCo59Ux,1,55,555,444,555,
klein,15,15ACJajDhq7jeddzO,1,55,555,444,555,
klein,15,15jHrHz8GP6HODqso,1,55,555,444,555,
klein,15,15s48GI6jdbtDfwIr,1,55,555,444,555,
klein,15,15UroSSfILH02NWbo,1,55,555,444,555,
klein,15,15XbsquDRkyKycAJf,1,55,555,444,555,
klein,15,15peoUbJbi2SZBcRe,1,55,555,444,555,
klein,15,157P240F6fRbR53Qm,1,55,555,444,555,
klein,15,15canx7rb2mFN4nwx,1,55,555,444,555,
klein,15,15ilrVrZpkYNkOQ35,1,55,555,444,555,
klein,15,15Adf7vAQVBXxLCjZ,1,55,555,444,555,
klein,15,15Id00gkGHQECdZbh,1,55,555,444,555,
klein,15,15Ar8LayBZdWFpEr4,1,55,555,444,555,
klein,15,15Lhmip1gQzBtY6ou,1,55,555,444,555,
klein,15,15PKhdAGbAjkq26Wn,1,55,555,444,555,
klein,15,15QjiuPDHYiX6BIy1,1,55,555,444,555,
klein,15,15uVfLIESIURwmccW,1,55,555,444,555,
klein,15,15vrPh5CGYeSxJdtK,1,55,555,444,555,
klein,15,15IltNx9rxg36KLbk,1,55,555,444,555,
klein,15,15xGVHx8UROApdH9R,1,55,555,444,555,
klein,15,15qZEOQJZW9dyGO5l,1,55,555,444,555,
klein,15,151Q8zIR0PwoQOr3L,1,55,555,444,555,
klein,15,15CGKis0Bq07I7RGv,1,55,555,444,555,
klein,15,15I6H6MpWLDcoIQYw,1,55,555,444,555,
klein,15,15HbFI1uuPSJQWCG6,1,55,555,444,555,
klein,15,155klaR8nPYWXXMFX,1,55,555,444,555,
klein,15,15PtTGqZNMs1YGhi6,1,55,555,444,555,
klein,15,15xwsa4Z18dEr8fBk,1,55,555,444,555,
klein,15,15pOCCqmh1jFmQw3R,1,55,555,444,555,
klein,15,15165vvAYdt45o7tc,1,55,555,444,555,
klein,15,15DU2c4RCslyCIcn7,1,55,555,444,555,
klein,15,15oxB4ZvALq4Lmt63,1,55,555,444,555,
